"origin_geoid","conteo","suma_trip_scaled_ratio","geometry","longitud","latitud"
"1304800012510033",1,26.03,c(-98.7890903600479, 20.0856409183021),-98.7890903600479,20.0856409183021
"1304800012510034",1,9.4,c(-98.7889537554752, 20.0850990584526),-98.7889537554752,20.0850990584526
"1304800012510035",1,26.25,c(-98.7884828238438, 20.0857535094973),-98.7884828238438,20.0857535094973
"1304800012510037",3,37.73,c(-98.7912301583993, 20.0841459085249),-98.7912301583993,20.0841459085249
"1304800012510039",87,1124.76,c(-98.7890246210975, 20.079960280834),-98.7890246210975,20.079960280834
"1304800012510040",20,282.36,c(-98.7938441047811, 20.0805061459913),-98.7938441047811,20.0805061459913
"1304800012510041",2,14.14,c(-98.7909069143108, 20.085043197881),-98.7909069143108,20.085043197881
"1304800012510045",1,8.22,c(-98.794546208179, 20.0841322298312),-98.794546208179,20.0841322298312
"1304800012510049",58,848.02,c(-98.7929731060895, 20.075865429364),-98.7929731060895,20.075865429364
"1304800012510051",19,276.09,c(-98.7869347565999, 20.0835881213366),-98.7869347565999,20.0835881213366
"1304800012510052",10,125.89,c(-98.7870222243839, 20.0831074958581),-98.7870222243839,20.0831074958581
"1304800012510056",15,179.32,c(-98.7868593689147, 20.0841858545621),-98.7868593689147,20.0841858545621
"1304800012510057",2,28.29,c(-98.7921407132944, 20.0825033440601),-98.7921407132944,20.0825033440601
"1304800012510059",1,24.58,c(-98.7890780666161, 20.0832503238879),-98.7890780666161,20.0832503238879
"1304800012510060",1,8.9,c(-98.7915218614909, 20.0810549738799),-98.7915218614909,20.0810549738799
"1304800012510061",5,35.58,c(-98.7907190573816, 20.0824702546175),-98.7907190573816,20.0824702546175
"1304800012510062",2,35.73,c(-98.791261620481, 20.0822753957859),-98.791261620481,20.0822753957859
"1304800012510065",28,382.28,c(-98.7905418911061, 20.0767278602182),-98.7905418911061,20.0767278602182
"1304800012510066",34,915.19,c(-98.791833712507, 20.0758505526202),-98.791833712507,20.0758505526202
"1304800012510070",15,150.2,c(-98.7901609492015, 20.0771465209692),-98.7901609492015,20.0771465209692
"1304800012510071",1,12.07,c(-98.7920843714269, 20.0763582665252),-98.7920843714269,20.0763582665252
"1304800012510072",5,35.8,c(-98.7892418039031, 20.0768358947849),-98.7892418039031,20.0768358947849
"1304800012510073",23,260.29,c(-98.7904602762498, 20.075963464689),-98.7904602762498,20.075963464689
"1304800012525001",1,9.49,c(-98.7912068638411, 20.0901095164467),-98.7912068638411,20.0901095164467
"1304800012525005",3,75.62,c(-98.7909451117947, 20.0894479154411),-98.7909451117947,20.0894479154411
"1304800012525007",5,11.73,c(-98.7920267727937, 20.0898654745137),-98.7920267727937,20.0898654745137
"1304800012525008",1,74.32,c(-98.7918422410726, 20.0902889261128),-98.7918422410726,20.0902889261128
"1304800012525012",1,1,c(-98.7903440779866, 20.0907540467134),-98.7903440779866,20.0907540467134
"1304800012525014",6,66.19,c(-98.7899227037491, 20.0899742936688),-98.7899227037491,20.0899742936688
"1304800012525015",2,71.02,c(-98.7900946703249, 20.0896050952532),-98.7900946703249,20.0896050952532
"1304800012525016",2,12.65,c(-98.7902978190429, 20.0891880800061),-98.7902978190429,20.0891880800061
"1304800012525017",4,94.7,c(-98.7903156360255, 20.0885166910707),-98.7903156360255,20.0885166910707
"1304800012525018",6,64.46,c(-98.7911805507775, 20.0889303369065),-98.7911805507775,20.0889303369065
"1304800012525019",1,7.19,c(-98.791664780492, 20.0891488116354),-98.791664780492,20.0891488116354
"1304800012525020",1,23.06,c(-98.7925083156942, 20.0895235860186),-98.7925083156942,20.0895235860186
"1304800012525022",2,14.23,c(-98.7912665939676, 20.0915277068819),-98.7912665939676,20.0915277068819
"1304800012525025",1,16.39,c(-98.7895502048555, 20.0907921427362),-98.7895502048555,20.0907921427362
"1304800012525026",35,916.3,c(-98.7907470152326, 20.0878350701487),-98.7907470152326,20.0878350701487
"1304800012525027",13,433.61,c(-98.7917672896189, 20.0883173721401),-98.7917672896189,20.0883173721401
"1304800012525028",1,17.49,c(-98.7924705671692, 20.0886590123947),-98.7924705671692,20.0886590123947
"1304800012525029",4,110.71,c(-98.7929021003468, 20.0888559209941),-98.7929021003468,20.0888559209941
"1304800012525030",21,285.62,c(-98.7933345154633, 20.0890867970296),-98.7933345154633,20.0890867970296
"1304800012525031",10,132.37,c(-98.7938470011317, 20.0892890400553),-98.7938470011317,20.0892890400553
"1304800012525037",5,56.04,c(-98.7942956729956, 20.0895242642416),-98.7942956729956,20.0895242642416
"130480001253A001",8,279.12,c(-98.7952605601141, 20.0875056240654),-98.7952605601141,20.0875056240654
"130480001253A002",10,139.22,c(-98.7949908383364, 20.0879983405755),-98.7949908383364,20.0879983405755
"130480001253A003",1,1,c(-98.7941748030709, 20.0876374790467),-98.7941748030709,20.0876374790467
"130480001253A004",5,63.39,c(-98.7944425451416, 20.0871410374698),-98.7944425451416,20.0871410374698
"130480001253A005",8,109.55,c(-98.794842599028, 20.0864108955014),-98.794842599028,20.0864108955014
"130480001253A006",9,235.48,c(-98.795415275792, 20.0867073958747),-98.795415275792,20.0867073958747
"130480001253A007",4,25.76,c(-98.7958755173584, 20.0869182362643),-98.7958755173584,20.0869182362643
"130480001253A008",1,9.4,c(-98.7962370896332, 20.087144547962),-98.7962370896332,20.087144547962
"130480001253A009",1,32.02,c(-98.7961837986608, 20.0879267578449),-98.7961837986608,20.0879267578449
"130480001253A010",1,1,c(-98.7959274856545, 20.0884331906307),-98.7959274856545,20.0884331906307
"130480001253A012",3,33.1,c(-98.7947571201925, 20.0884298622101),-98.7947571201925,20.0884298622101
"130480001253A013",5,82.79,c(-98.7939394021475, 20.0880723000739),-98.7939394021475,20.0880723000739
"130480001253A015",2,13.62,c(-98.793441700476, 20.0872995335284),-98.793441700476,20.0872995335284
"130480001253A016",3,37.01,c(-98.7937050967509, 20.0868194127138),-98.7937050967509,20.0868194127138
"130480001253A017",10,95.91,c(-98.7941189434389, 20.0860695352186),-98.7941189434389,20.0860695352186
"130480001253A018",6,44.17,c(-98.7953708697993, 20.0858615641791),-98.7953708697993,20.0858615641791
"130480001253A022",1,10.17,c(-98.7967305776787, 20.0889655367643),-98.7967305776787,20.0889655367643
"130480001253A023",1,1,c(-98.7964259807132, 20.0894267021694),-98.7964259807132,20.0894267021694
"130480001253A025",3,19.1,c(-98.7945646853337, 20.0888625553402),-98.7945646853337,20.0888625553402
"130480001253A026",13,202.71,c(-98.7937260506675, 20.0884664343999),-98.7937260506675,20.0884664343999
"130480001253A027",2,12.79,c(-98.7929910691913, 20.0881131134242),-98.7929910691913,20.0881131134242
"130480001253A028",10,171.48,c(-98.7956932240742, 20.0856816974231),-98.7956932240742,20.0856816974231
"130480001253A029",1,7.54,c(-98.7976604309336, 20.0884333594165),-98.7976604309336,20.0884333594165
"130480001253A033",1,45.99,c(-98.7953730829207, 20.0848430454226),-98.7953730829207,20.0848430454226
"130480001253A034",3,46.8,c(-98.7956099850019, 20.0844766765714),-98.7956099850019,20.0844766765714
"130480001253A035",35,376.43,c(-98.7992033968785, 20.0885224647352),-98.7992033968785,20.0885224647352
"130480001253A038",5,16.72,c(-98.7960314251916, 20.0842252630297),-98.7960314251916,20.0842252630297
"130480001253A039",2,3.36,c(-98.7965344434925, 20.0840779480593),-98.7965344434925,20.0840779480593
"130480001253A040",3,152.14,c(-98.7947248127917, 20.0853330799096),-98.7947248127917,20.0853330799096
"130480001253A043",13,107.21,c(-98.7971913557361, 20.0838136909393),-98.7971913557361,20.0838136909393
"130480001253A044",1,5.67,c(-98.7971143085714, 20.0872917345008),-98.7971143085714,20.0872917345008
"130480001253A047",2,12.92,c(-98.796432183441, 20.0859423831341),-98.796432183441,20.0859423831341
"130480001253A049",2,41.51,c(-98.7968128894735, 20.08574387544),-98.7968128894735,20.08574387544
"130480001253A051",1,16.4,c(-98.797458597217, 20.0852146214852),-98.797458597217,20.0852146214852
"130480001253A052",8,88.82,c(-98.7980080703114, 20.085054653374),-98.7980080703114,20.085054653374
"130480001253A054",1,11.48,c(-98.7975235603238, 20.0866195873822),-98.7975235603238,20.0866195873822
"130480001253A055",1,20.34,c(-98.7983202781471, 20.0862019779384),-98.7983202781471,20.0862019779384
"130480001253A058",1,171.8,c(-98.7967804347357, 20.0897732253018),-98.7967804347357,20.0897732253018
"1304800012544001",1,26.2,c(-98.7886497247387, 20.0926330634633),-98.7886497247387,20.0926330634633
"1304800012544002",2,19.46,c(-98.7878182745933, 20.0923357597745),-98.7878182745933,20.0923357597745
"1304800012544004",2,21.95,c(-98.7888853950296, 20.0921188034137),-98.7888853950296,20.0921188034137
"1304800012544006",4,31.01,c(-98.7874783111511, 20.0915710398301),-98.7874783111511,20.0915710398301
"1304800012544009",1,9.79,c(-98.7890697336151, 20.0917047448207),-98.7890697336151,20.0917047448207
"1304800012544010",1,7.02,c(-98.7896829345132, 20.0921518821349),-98.7896829345132,20.0921518821349
"1304800012544011",1,6.33,c(-98.7893696303909, 20.0928280101051),-98.7893696303909,20.0928280101051
"1304800012544012",27,238.19,c(-98.7874710500289, 20.0933447618383),-98.7874710500289,20.0933447618383
"1304800012544013",2,25.44,c(-98.7867927627494, 20.0919354650225),-98.7867927627494,20.0919354650225
"1304800012544014",3,18.55,c(-98.7869575724164, 20.0913704195539),-98.7869575724164,20.0913704195539
"1304800012544016",1,4.43,c(-98.7901699005822, 20.0923397871409),-98.7901699005822,20.0923397871409
"1304800012544017",1,1,c(-98.7898941848816, 20.0929682901783),-98.7898941848816,20.0929682901783
"1304800012544018",2,2,c(-98.7897146461386, 20.0933190458905),-98.7897146461386,20.0933190458905
"1304800012544019",5,22.13,c(-98.7877623249008, 20.094430708289),-98.7877623249008,20.094430708289
"1304800012544022",98,1369.45,c(-98.7906910790003, 20.0927672693604),-98.7906910790003,20.0927672693604
"1304800012544023",1,23.01,c(-98.790498164805, 20.0931851817811),-98.790498164805,20.0931851817811
"1304800012544024",6,85.8,c(-98.7903528223711, 20.0935038076884),-98.7903528223711,20.0935038076884
"1304800012544025",5,27.82,c(-98.7889244024443, 20.0951168371743),-98.7889244024443,20.0951168371743
"1304800012544026",28,343.44,c(-98.7866200947668, 20.0945875705588),-98.7866200947668,20.0945875705588
"1304800012544027",9,100.64,c(-98.7863320942843, 20.0913981424324),-98.7863320942843,20.0913981424324
"1304800012544031",1,8.85,c(-98.7909114155368, 20.0974059215391),-98.7909114155368,20.0974059215391
"1304800012544032",16,189.28,c(-98.7854566321436, 20.0963773060428),-98.7854566321436,20.0963773060428
"1304800012544033",11,127.61,c(-98.7872954930057, 20.0952305644165),-98.7872954930057,20.0952305644165
"1304800012544034",1,1.68,c(-98.7864771555835, 20.0941654139512),-98.7864771555835,20.0941654139512
"1304800012544035",1,12.81,c(-98.7871133007161, 20.0942955868936),-98.7871133007161,20.0942955868936
"1304800012544036",31,265.1,c(-98.7887699654315, 20.0946285720902),-98.7887699654315,20.0946285720902
"1304800012544037",35,1105.19,c(-98.7896160297972, 20.0937245722539),-98.7896160297972,20.0937245722539
"1304800012544038",28,291.64,c(-98.7902184615019, 20.0945561066551),-98.7902184615019,20.0945561066551
"1304800012544039",1,7.53,c(-98.7906834629431, 20.0946022010212),-98.7906834629431,20.0946022010212
"1304800012544041",1,7.65,c(-98.7897115749274, 20.0948495525042),-98.7897115749274,20.0948495525042
"1304800012544042",5,47.25,c(-98.7898561072054, 20.0939500878742),-98.7898561072054,20.0939500878742
"1304800012544044",2,13.98,c(-98.7901654934765, 20.0961615324817),-98.7901654934765,20.0961615324817
"1304800012544047",1,14.53,c(-98.7876666167327, 20.0968282870687),-98.7876666167327,20.0968282870687
"1304800012544049",8,48.82,c(-98.7872100658318, 20.0966062396853),-98.7872100658318,20.0966062396853
"1304800012544050",1,9.3,c(-98.7871646391344, 20.0958695565561),-98.7871646391344,20.0958695565561
"1304800012544054",4,59.94,c(-98.7881053275066, 20.096950183026),-98.7881053275066,20.096950183026
"1304800012544055",3,52.14,c(-98.7880939865205, 20.0973849950179),-98.7880939865205,20.0973849950179
"1304800012544056",42,461.71,c(-98.7867177795976, 20.0966023644933),-98.7867177795976,20.0966023644933
"1304800012544057",19,223.81,c(-98.7884862453405, 20.0962675959532),-98.7884862453405,20.0962675959532
"1304800012544058",11,153.26,c(-98.7885369140933, 20.0971402629795),-98.7885369140933,20.0971402629795
"1304800012544060",17,121.58,c(-98.7889403509071, 20.0963855574864),-98.7889403509071,20.0963855574864
"1304800012544061",4,37.68,c(-98.788948933258, 20.0971028680966),-98.788948933258,20.0971028680966
"1304800012544062",7,211.66,c(-98.7889601450558, 20.0975306576795),-98.7889601450558,20.0975306576795
"1304800012544063",8,128.35,c(-98.784312544597, 20.0968891563176),-98.784312544597,20.0968891563176
"1304800012544064",6,39.14,c(-98.7850764821769, 20.0967020242133),-98.7850764821769,20.0967020242133
"1304800012544065",7,59.92,c(-98.7856981344957, 20.0954301157789),-98.7856981344957,20.0954301157789
"1304800012544066",20,287.78,c(-98.7893005819153, 20.0968077103215),-98.7893005819153,20.0968077103215
"1304800012544067",2,10.6,c(-98.7858098055404, 20.0938351480236),-98.7858098055404,20.0938351480236
"1304800012544068",56,1134.11,c(-98.7859602378483, 20.095825818431),-98.7859602378483,20.095825818431
"1304800012544069",1,14.66,c(-98.785248602433, 20.0956769093991),-98.785248602433,20.0956769093991
"1304800012559001",2,52.96,c(-98.8015369062922, 20.0988552816563),-98.8015369062922,20.0988552816563
"1304800012559004",2,28.88,c(-98.805655894915, 20.1009115161418),-98.805655894915,20.1009115161418
"1304800012559005",4,7.54,c(-98.8038800715569, 20.1020060688632),-98.8038800715569,20.1020060688632
"1304800012559007",3,124.51,c(-98.799706785205, 20.1016222495124),-98.799706785205,20.1016222495124
"1304800012559009",4,53.13,c(-98.8075945046123, 20.1012878922737),-98.8075945046123,20.1012878922737
"1304800012559011",7,109.72,c(-98.8088500827324, 20.1027310563739),-98.8088500827324,20.1027310563739
"1304800012559012",1,27.25,c(-98.8096867543142, 20.1032950584311),-98.8096867543142,20.1032950584311
"1304800012559013",3,69.61,c(-98.8099075013552, 20.1028949730729),-98.8099075013552,20.1028949730729
"1304800012559014",5,43.22,c(-98.7960489809129, 20.0991289841902),-98.7960489809129,20.0991289841902
"1304800012559015",4,42.87,c(-98.7951390842323, 20.0928694353273),-98.7951390842323,20.0928694353273
"1304800012559016",4,34.18,c(-98.8016157673535, 20.0951980214945),-98.8016157673535,20.0951980214945
"1304800012559017",5,28.39,c(-98.8087262874313, 20.1008628940884),-98.8087262874313,20.1008628940884
"1304800012559018",9,193.83,c(-98.8100657865972, 20.1022353005252),-98.8100657865972,20.1022353005252
"1304800012559019",1,20.37,c(-98.8089697257754, 20.1038739999039),-98.8089697257754,20.1038739999039
"1304800012559020",2,14.99,c(-98.8031315220535, 20.1005718803394),-98.8031315220535,20.1005718803394
"1304800012559022",1,30.94,c(-98.8018384180711, 20.1012364606877),-98.8018384180711,20.1012364606877
"1304800012559023",4,71.5,c(-98.8023616442414, 20.1023253109247),-98.8023616442414,20.1023253109247
"1304800012559025",2,2.94,c(-98.8031095137327, 20.1012436991216),-98.8031095137327,20.1012436991216
"1304800012559038",2,132.62,c(-98.7951573847458, 20.099403213778),-98.7951573847458,20.099403213778
"1304800012559047",1,62.49,c(-98.79948400303, 20.103449007719),-98.79948400303,20.103449007719
"1304800012563002",2,8.75,c(-98.7990771666213, 20.1162391470125),-98.7990771666213,20.1162391470125
"1304800012563007",7,143.33,c(-98.7991013895761, 20.1151031286454),-98.7991013895761,20.1151031286454
"1304800012563008",2,9.59,c(-98.7986623214655, 20.1173157793167),-98.7986623214655,20.1173157793167
"1304800012563009",2,13.87,c(-98.7982561001842, 20.117361157673),-98.7982561001842,20.117361157673
"1304800012563014",1,8.71,c(-98.8002420294565, 20.1169193762444),-98.8002420294565,20.1169193762444
"1304800012563015",3,42.31,c(-98.7989933089393, 20.1179333646708),-98.7989933089393,20.1179333646708
"1304800012563016",1,11.34,c(-98.7999197967408, 20.1186869166306),-98.7999197967408,20.1186869166306
"1304800012563018",1,6.92,c(-98.8012428061939, 20.1169818155448),-98.8012428061939,20.1169818155448
"1304800012563025",26,454.94,c(-98.7923064616733, 20.1176125328533),-98.7923064616733,20.1176125328533
"1304800012563026",1,24.7,c(-98.7991404171436, 20.1136406864967),-98.7991404171436,20.1136406864967
"1304800012563027",3,47.35,c(-98.8021958308617, 20.1220111498954),-98.8021958308617,20.1220111498954
"1304800012563029",2,10.3,c(-98.797943466177, 20.1162580321139),-98.797943466177,20.1162580321139
"1304800012563030",2,19.01,c(-98.7976376714239, 20.1152231973984),-98.7976376714239,20.1152231973984
"1304800012563032",4,55.53,c(-98.7979537018243, 20.1151743889893),-98.7979537018243,20.1151743889893
"1304800012563034",2,15.72,c(-98.7979469075293, 20.11736145984),-98.7979469075293,20.11736145984
"1304800012563035",1,9.72,c(-98.7976665329497, 20.1173576317472),-98.7976665329497,20.1173576317472
"1304800012563038",1,24.95,c(-98.8007334005796, 20.1159826851792),-98.8007334005796,20.1159826851792
"1304800012563039",14,291.24,c(-98.7994104300605, 20.1183909197088),-98.7994104300605,20.1183909197088
"1304800012563040",3,22.41,c(-98.7979264219966, 20.1184183384093),-98.7979264219966,20.1184183384093
"1304800012563042",1,4.06,c(-98.7973081319666, 20.1173692733499),-98.7973081319666,20.1173692733499
"1304800012563044",5,70.49,c(-98.7973917599161, 20.1128753761406),-98.7973917599161,20.1128753761406
"1304800012563045",2,10.42,c(-98.7986239259824, 20.1135041532658),-98.7986239259824,20.1135041532658
"1304800012563046",1,9.93,c(-98.8015200572759, 20.1182201014731),-98.8015200572759,20.1182201014731
"1304800012563047",2,17.42,c(-98.7974578989789, 20.1189842874333),-98.7974578989789,20.1189842874333
"1304800012563048",17,255.56,c(-98.7965071777472, 20.1191198933519),-98.7965071777472,20.1191198933519
"1304800012563050",1,10.69,c(-98.7992119030992, 20.1170322182904),-98.7992119030992,20.1170322182904
"1304800012563053",3,27.84,c(-98.8003373832785, 20.1150595738803),-98.8003373832785,20.1150595738803
"1304800012563054",7,99.57,c(-98.8007194251421, 20.1151847446818),-98.8007194251421,20.1151847446818
"1304800012563055",4,35.68,c(-98.795672536686, 20.1188297864812),-98.795672536686,20.1188297864812
"1304800012563058",1,1.86,c(-98.795396283736, 20.11926415256),-98.795396283736,20.11926415256
"1304800012563065",1,6.15,c(-98.7982515082909, 20.1181858250299),-98.7982515082909,20.1181858250299
"1304800012563066",6,93.4,c(-98.8003030550321, 20.113529065105),-98.8003030550321,20.113529065105
"1304800012563069",4,31.12,c(-98.7982503022847, 20.1133539572346),-98.7982503022847,20.1133539572346
"1304800012563074",1,12,c(-98.7970029383562, 20.1127505197136),-98.7970029383562,20.1127505197136
"1304800012563078",4,67.9,c(-98.794653678993, 20.1193695470247),-98.794653678993,20.1193695470247
"1304800012563079",13,138.33,c(-98.7940946476383, 20.1194673641582),-98.7940946476383,20.1194673641582
"1304800012563080",5,65.92,c(-98.7932854440933, 20.1197818974017),-98.7932854440933,20.1197818974017
"1304800012563082",5,50.36,c(-98.7917616711186, 20.1193068570805),-98.7917616711186,20.1193068570805
"1304800012563083",116,1149.05,c(-98.7916791808977, 20.1185904397253),-98.7916791808977,20.1185904397253
"1304800012563084",78,1102.87,c(-98.7912833832063, 20.1186238375309),-98.7912833832063,20.1186238375309
"1304800012563085",3,12.73,c(-98.7909804950169, 20.1195311184276),-98.7909804950169,20.1195311184276
"1304800012563086",3,15.81,c(-98.7906791505507, 20.1194505911046),-98.7906791505507,20.1194505911046
"1304800012563087",2,23.62,c(-98.7906292210764, 20.1186570960119),-98.7906292210764,20.1186570960119
"1304800012563088",15,161.56,c(-98.7904141887972, 20.1195664132477),-98.7904141887972,20.1195664132477
"1304800012563089",26,368.87,c(-98.7899663572065, 20.1186808448692),-98.7899663572065,20.1186808448692
"1304800012563090",32,400.46,c(-98.7893611214338, 20.1195494072408),-98.7893611214338,20.1195494072408
"1304800012563091",22,231,c(-98.7895892947503, 20.1187000016245),-98.7895892947503,20.1187000016245
"1304800012563094",2,21.61,c(-98.8004112129878, 20.1221263296332),-98.8004112129878,20.1221263296332
"1304800012563096",15,289.06,c(-98.8017234922255, 20.1234053163991),-98.8017234922255,20.1234053163991
"1304800012563097",2,50.88,c(-98.8003918801216, 20.1174851864739),-98.8003918801216,20.1174851864739
"1304800012563099",3,28.99,c(-98.795786923874, 20.1151067524065),-98.795786923874,20.1151067524065
"1304800012563100",3,62.01,c(-98.7956565103841, 20.1169118594289),-98.7956565103841,20.1169118594289
"1304800012563103",2,25.63,c(-98.7973064972504, 20.1184129685245),-98.7973064972504,20.1184129685245
"1304800012563104",2,9.08,c(-98.7969388880219, 20.1184859281702),-98.7969388880219,20.1184859281702
"1304800012563105",1,4.5,c(-98.796543757825, 20.118476853667),-98.796543757825,20.118476853667
"1304800012563106",4,45.34,c(-98.7961320710509, 20.1185332855836),-98.7961320710509,20.1185332855836
"1304800012563107",1,26.05,c(-98.7956576593524, 20.1181526591271),-98.7956576593524,20.1181526591271
"1304800012563109",1,6.32,c(-98.8007138550581, 20.1188597284558),-98.8007138550581,20.1188597284558
"1304800012563110",12,121.09,c(-98.8019803689213, 20.1202453544087),-98.8019803689213,20.1202453544087
"1304800012563112",1,22.16,c(-98.8001802527358, 20.1223421151872),-98.8001802527358,20.1223421151872
"1304800012563114",8,100.09,c(-98.8003692546493, 20.1200436947857),-98.8003692546493,20.1200436947857
"1304800012578007",2,26.89,c(-98.8062995241156, 20.1036930942505),-98.8062995241156,20.1036930942505
"1304800012578008",1,28.8,c(-98.8065126322812, 20.1046610875202),-98.8065126322812,20.1046610875202
"1304800012578012",8,121.03,c(-98.8040822441655, 20.1031402905925),-98.8040822441655,20.1031402905925
"1304800012578014",1,11.86,c(-98.8053958583925, 20.1029282446066),-98.8053958583925,20.1029282446066
"1304800012578016",1,4.08,c(-98.8067823872453, 20.1026736200564),-98.8067823872453,20.1026736200564
"1304800012578022",2,29.16,c(-98.801827717887, 20.1057243148883),-98.801827717887,20.1057243148883
"1304800012578023",1,23.44,c(-98.8014880134539, 20.1039745481997),-98.8014880134539,20.1039745481997
"1304800012578024",5,180.74,c(-98.8007639221941, 20.1079496703021),-98.8007639221941,20.1079496703021
"1304800012578027",1,50.75,c(-98.8001224476128, 20.1041618779555),-98.8001224476128,20.1041618779555
"1304800012578028",1,10.48,c(-98.8071959719607, 20.1053456805592),-98.8071959719607,20.1053456805592
"1304800012578031",5,206.34,c(-98.8013146782218, 20.107467998556),-98.8013146782218,20.107467998556
"1304800012578034",25,432.87,c(-98.804301497809, 20.1073801845922),-98.804301497809,20.1073801845922
"1304800012578035",1,27.99,c(-98.8034054857361, 20.1080323998197),-98.8034054857361,20.1080323998197
"1304800012578037",2,35.81,c(-98.8017124706022, 20.108093629359),-98.8017124706022,20.108093629359
"1304800012578038",2,35.3,c(-98.8012117916866, 20.1082768524325),-98.8012117916866,20.1082768524325
"1304800012578042",7,365.86,c(-98.8028207439668, 20.1035232723698),-98.8028207439668,20.1035232723698
"1304800012578043",2,25.46,c(-98.8024727210977, 20.1086988351203),-98.8024727210977,20.1086988351203
"1304800012578044",1,11.4,c(-98.8018592324506, 20.1089803593355),-98.8018592324506,20.1089803593355
"1304800012578049",4,67.24,c(-98.8043533971004, 20.1069839200659),-98.8043533971004,20.1069839200659
"1304800012578053",1,15.74,c(-98.8042849753176, 20.1066607308071),-98.8042849753176,20.1066607308071
"1304800012578057",1,4.76,c(-98.8033972004688, 20.1032668543191),-98.8033972004688,20.1032668543191
"1304800012578058",12,391.31,c(-98.8021225787755, 20.10709773793),-98.8021225787755,20.10709773793
"1304800012578059",2,168.92,c(-98.8030875018004, 20.1063737689416),-98.8030875018004,20.1063737689416
"1304800012582001",2,29.74,c(-98.8045541549693, 20.112582748196),-98.8045541549693,20.112582748196
"1304800012582002",2,34.31,c(-98.8016228229774, 20.1117988082549),-98.8016228229774,20.1117988082549
"1304800012582008",1,3.12,c(-98.8022168937655, 20.1139248093243),-98.8022168937655,20.1139248093243
"1304800012582009",2,21.45,c(-98.8022486496742, 20.1143841124893),-98.8022486496742,20.1143841124893
"1304800012582010",4,111.8,c(-98.8016965387215, 20.113293536473),-98.8016965387215,20.113293536473
"1304800012582012",1,3.81,c(-98.805634874711, 20.110805563069),-98.805634874711,20.110805563069
"1304800012582016",3,79.91,c(-98.801560954319, 20.1146178180505),-98.801560954319,20.1146178180505
"1304800012582021",1,6.18,c(-98.8016701521402, 20.1105044022937),-98.8016701521402,20.1105044022937
"1304800012582023",51,1277.95,c(-98.8033917102408, 20.1086574505802),-98.8033917102408,20.1086574505802
"1304800012582024",116,5170.94,c(-98.8052602281171, 20.1086558439838),-98.8052602281171,20.1086558439838
"1304800012582025",8,690.16,c(-98.8061886804133, 20.1093335895043),-98.8061886804133,20.1093335895043
"1304800012582026",11,211.19,c(-98.8060356143467, 20.1100064271367),-98.8060356143467,20.1100064271367
"1304800012582027",8,413,c(-98.8063118483546, 20.1122151077472),-98.8063118483546,20.1122151077472
"1304800012582029",1,10.69,c(-98.8028739466112, 20.1148359252743),-98.8028739466112,20.1148359252743
"1304800012582037",7,65.18,c(-98.8060806411121, 20.1147037191136),-98.8060806411121,20.1147037191136
"1304800012582038",8,193.22,c(-98.8061699889003, 20.1151132196546),-98.8061699889003,20.1151132196546
"1304800012582041",1,188.85,c(-98.8063211525864, 20.1109554652625),-98.8063211525864,20.1109554652625
"1304800012582044",1,52.7,c(-98.806383928115, 20.116005177238),-98.806383928115,20.116005177238
"1304800012582046",1,5.84,c(-98.8033039425667, 20.1166311194186),-98.8033039425667,20.1166311194186
"1304800012582048",1,56.85,c(-98.8044138690773, 20.1138432748016),-98.8044138690773,20.1138432748016
"1304800012582053",34,563.85,c(-98.8046286628825, 20.1077802750544),-98.8046286628825,20.1077802750544
"1304800012582055",3,49.72,c(-98.805788750283, 20.107299487496),-98.805788750283,20.107299487496
"1304800012582059",2,22.15,c(-98.8053244348168, 20.1074914725619),-98.8053244348168,20.1074914725619
"1304800012582064",1,37.11,c(-98.8043703859184, 20.1153007851471),-98.8043703859184,20.1153007851471
"1304800012582067",1,9.92,c(-98.8020129711646, 20.109587365542),-98.8020129711646,20.109587365542
"1304800012582068",22,504.84,c(-98.8038650091842, 20.1084628405631),-98.8038650091842,20.1084628405631
"1304800012582069",1,22.91,c(-98.8052853984368, 20.1099155307764),-98.8052853984368,20.1099155307764
"1304800012582074",1,8.76,c(-98.803864286204, 20.1151127757636),-98.803864286204,20.1151127757636
"130480001260A003",1,1.42,c(-98.8051437714831, 20.1213376132762),-98.8051437714831,20.1213376132762
"130480001260A007",3,56.89,c(-98.8071609284628, 20.1181405774973),-98.8071609284628,20.1181405774973
"130480001260A011",1,3.81,c(-98.8056153394158, 20.1223267693525),-98.8056153394158,20.1223267693525
"130480001260A012",9,76.95,c(-98.8050768101028, 20.1237898030595),-98.8050768101028,20.1237898030595
"130480001260A013",3,34.9,c(-98.8042552557114, 20.1224356037443),-98.8042552557114,20.1224356037443
"130480001260A016",4,33.83,c(-98.8089976020133, 20.1200973556616),-98.8089976020133,20.1200973556616
"130480001260A017",16,157.41,c(-98.8091723736276, 20.1253061532096),-98.8091723736276,20.1253061532096
"130480001260A019",14,202.12,c(-98.8048493594487, 20.1250961459519),-98.8048493594487,20.1250961459519
"130480001260A020",5,103.02,c(-98.8033979748198, 20.1220071930748),-98.8033979748198,20.1220071930748
"130480001260A021",6,64.01,c(-98.8040351889739, 20.1215562482304),-98.8040351889739,20.1215562482304
"130480001260A033",2,40.35,c(-98.8028158763672, 20.1196511929074),-98.8028158763672,20.1196511929074
"130480001260A036",1,12.88,c(-98.8040603704597, 20.1239620096396),-98.8040603704597,20.1239620096396
