"origin_geoid","conteo","suma_trip_scaled_ratio","geometry","longitud","latitud"
"1304800010976029",94,1196.48,c(-98.750852617916, 20.1120701671076),-98.750852617916,20.1120701671076
"1304800010976030",13,184.28,c(-98.7623057834329, 20.1047234423097),-98.7623057834329,20.1047234423097
"1304800010976031",80,1125.38,c(-98.7630136577629, 20.1048284121053),-98.7630136577629,20.1048284121053
"1304800010976032",4,37.98,c(-98.762984696994, 20.1037740256376),-98.762984696994,20.1037740256376
"1304800010976033",2,27.62,c(-98.7635122176085, 20.1045879779264),-98.7635122176085,20.1045879779264
"1304800010976034",12,107.69,c(-98.7637587490155, 20.103399532811),-98.7637587490155,20.103399532811
"1304800010976035",14,186.83,c(-98.7640095677158, 20.1042928190882),-98.7640095677158,20.1042928190882
"1304800010976036",16,175.47,c(-98.7644948508006, 20.1032397911727),-98.7644948508006,20.1032397911727
"1304800010976037",49,612.57,c(-98.7652793518674, 20.1029520864278),-98.7652793518674,20.1029520864278
"1304800010976038",10,96.74,c(-98.7508085785246, 20.1063967024577),-98.7508085785246,20.1063967024577
"1304800010976039",8,77.34,c(-98.7589324904175, 20.107090308088),-98.7589324904175,20.107090308088
"1304800010976040",7,100.09,c(-98.7593872423451, 20.1066658891785),-98.7593872423451,20.1066658891785
"1304800010976041",8,64.86,c(-98.7597491851431, 20.1063610555832),-98.7597491851431,20.1063610555832
"1304800010976042",1,19.53,c(-98.7601947804994, 20.1059794601684),-98.7601947804994,20.1059794601684
"1304800010976045",26,201.03,c(-98.7608653586424, 20.1053796466445),-98.7608653586424,20.1053796466445
"1304800010976047",87,928.14,c(-98.7495525927659, 20.1071255400014),-98.7495525927659,20.1071255400014
"1304800010976048",5,64.85,c(-98.7560425271003, 20.1104610428472),-98.7560425271003,20.1104610428472
"1304800010976049",82,1132.58,c(-98.7521286734712, 20.1065471703318),-98.7521286734712,20.1065471703318
"1304800010976050",1,1,c(-98.7581386451289, 20.1074114395102),-98.7581386451289,20.1074114395102
"1304800010976051",1,1.1,c(-98.7583576454558, 20.1073234668147),-98.7583576454558,20.1073234668147
"1304800010976052",2,5.64,c(-98.7583004772902, 20.1077092495972),-98.7583004772902,20.1077092495972
"1304800010976054",17,293.9,c(-98.7614513531393, 20.1041619329394),-98.7614513531393,20.1041619329394
"1304800010976055",13,212.66,c(-98.7594938774904, 20.1060006745047),-98.7594938774904,20.1060006745047
"1304800010976056",1,7.46,c(-98.7605299149741, 20.1054839145437),-98.7605299149741,20.1054839145437
"1304800010976057",5,69.68,c(-98.7610772951556, 20.1047925640154),-98.7610772951556,20.1047925640154
"1304800010980001",1,11.86,c(-98.7418977800436, 20.1110950716255),-98.7418977800436,20.1110950716255
"1304800010980002",6,65.15,c(-98.7412493947068, 20.1105647237532),-98.7412493947068,20.1105647237532
"1304800010980003",1,4.62,c(-98.7417375302005, 20.1104103024921),-98.7417375302005,20.1104103024921
"1304800010980005",307,3924.73,c(-98.7447057955421, 20.1112176866697),-98.7447057955421,20.1112176866697
"1304800010980006",7,115.23,c(-98.7412468883401, 20.1115418518698),-98.7412468883401,20.1115418518698
"1304800010980007",2,11.64,c(-98.7408266852629, 20.1109079297782),-98.7408266852629,20.1109079297782
"1304800010980008",3,25.42,c(-98.740107131972, 20.1105735906349),-98.740107131972,20.1105735906349
"1304800010980011",1,9.47,c(-98.7404484771803, 20.1113015644133),-98.7404484771803,20.1113015644133
"1304800010980012",2,62.65,c(-98.7396012751196, 20.110950502151),-98.7396012751196,20.110950502151
"1304800010980015",33,345.23,c(-98.7409055372427, 20.1122552382941),-98.7409055372427,20.1122552382941
"1304800010980016",23,242.85,c(-98.7404110504349, 20.1119382465417),-98.7404110504349,20.1119382465417
"1304800010980018",1,6.63,c(-98.7398021588713, 20.1120712197393),-98.7398021588713,20.1120712197393
"1304800010980019",1,13.34,c(-98.7398672343067, 20.1116912584924),-98.7398672343067,20.1116912584924
"1304800010980020",3,122.26,c(-98.743084231932, 20.1097288027306),-98.743084231932,20.1097288027306
"1304800010980021",2,12.86,c(-98.7437148664109, 20.1100203529312),-98.7437148664109,20.1100203529312
"1304800010980022",196,2829.6,c(-98.7414110675419, 20.1133308256072),-98.7414110675419,20.1133308256072
"1304800010980024",2,16.72,c(-98.7403483286786, 20.1124738173079),-98.7403483286786,20.1124738173079
"1304800010980025",1,15.95,c(-98.7436581606479, 20.1094983833687),-98.7436581606479,20.1094983833687
"1304800010980028",54,598.81,c(-98.7398056980266, 20.1123931681503),-98.7398056980266,20.1123931681503
"1304800010980029",25,193.96,c(-98.738570330067, 20.1120278103736),-98.738570330067,20.1120278103736
"1304800010980031",15,189.08,c(-98.7459549146714, 20.1086092555423),-98.7459549146714,20.1086092555423
"1304800010980032",1,19.02,c(-98.7463658208216, 20.1092209914853),-98.7463658208216,20.1092209914853
"1304800010980036",130,1490.28,c(-98.7477698658016, 20.1064811730758),-98.7477698658016,20.1064811730758
"1304800010980037",47,683.78,c(-98.7477686650303, 20.1078461106217),-98.7477686650303,20.1078461106217
"1304800010980038",198,2405.88,c(-98.7478039714283, 20.1094093003633),-98.7478039714283,20.1094093003633
"1304800010980039",114,1152.78,c(-98.739092892967, 20.1146969503527),-98.739092892967,20.1146969503527
"1304800010980042",12,145.52,c(-98.7377378756459, 20.1138678245422),-98.7377378756459,20.1138678245422
"1304800010980046",7,88.99,c(-98.7468257175162, 20.1082332468429),-98.7468257175162,20.1082332468429
"1304800010980047",3,48.89,c(-98.7406234180829, 20.1126873341851),-98.7406234180829,20.1126873341851
"1304800010980048",1,3.61,c(-98.7388944482706, 20.1114343920642),-98.7388944482706,20.1114343920642
"1304800010980050",9,89.4,c(-98.7405678292975, 20.1103898491979),-98.7405678292975,20.1103898491979
"1304800010980051",15,236.44,c(-98.7387258171725, 20.1133745664628),-98.7387258171725,20.1133745664628
"1304800010980052",2,2.06,c(-98.7385221474759, 20.112725798323),-98.7385221474759,20.112725798323
"1304800010980053",5,129.47,c(-98.7435226798076, 20.1110315857161),-98.7435226798076,20.1110315857161
"1304800010980057",9,138.24,c(-98.7447562391665, 20.1092688087564),-98.7447562391665,20.1092688087564
"1304800010980058",5,36.41,c(-98.7453359079016, 20.1081782978957),-98.7453359079016,20.1081782978957
"1304800010980059",2,26.08,c(-98.7442028976257, 20.1098118540487),-98.7442028976257,20.1098118540487
"1304800010995001",1,25.87,c(-98.7409163462184, 20.1091170751042),-98.7409163462184,20.1091170751042
"1304800010995002",5,48.92,c(-98.740487136263, 20.1093449559179),-98.740487136263,20.1093449559179
"1304800010995003",2,85.9,c(-98.7402526382199, 20.1083289840916),-98.7402526382199,20.1083289840916
"1304800010995006",3,19.22,c(-98.7413635735453, 20.1089303919177),-98.7413635735453,20.1089303919177
"1304800010995007",5,99.21,c(-98.7400620813848, 20.1095012503099),-98.7400620813848,20.1095012503099
"1304800010995011",10,149.32,c(-98.7396320769222, 20.1097097620297),-98.7396320769222,20.1097097620297
"1304800010995013",15,204.18,c(-98.7403209642894, 20.1032307868886),-98.7403209642894,20.1032307868886
"1304800010995015",2,18.9,c(-98.7422914382082, 20.1086942940283),-98.7422914382082,20.1086942940283
"1304800010995016",6,95.9,c(-98.7422566197872, 20.1094198177458),-98.7422566197872,20.1094198177458
"1304800010995017",9,138.56,c(-98.7391713892635, 20.109923556022),-98.7391713892635,20.109923556022
"1304800010995018",2,59.52,c(-98.7391873274509, 20.1087928002814),-98.7391873274509,20.1087928002814
"1304800010995019",2,36.19,c(-98.7425011174058, 20.108143417034),-98.7425011174058,20.108143417034
"1304800010995020",10,171.9,c(-98.7387257908292, 20.1099742520004),-98.7387257908292,20.1099742520004
"1304800010995022",7,123.7,c(-98.74253098334, 20.1072821179853),-98.74253098334,20.1072821179853
"1304800010995023",72,888.14,c(-98.742721258775, 20.1088022718571),-98.742721258775,20.1088022718571
"1304800010995024",34,681.1,c(-98.7440258029243, 20.1082272772951),-98.7440258029243,20.1082272772951
"1304800010995025",4,73.44,c(-98.7441060497804, 20.108242506932),-98.7441060497804,20.108242506932
"1304800010995027",4,65.25,c(-98.7387496693605, 20.1108974567171),-98.7387496693605,20.1108974567171
"1304800010995028",12,120.57,c(-98.7382124702141, 20.1101576269512),-98.7382124702141,20.1101576269512
"1304800010995030",58,852.5,c(-98.744153049963, 20.1065753676478),-98.744153049963,20.1065753676478
"1304800010995034",2,36.37,c(-98.7378264357629, 20.110010414449),-98.7378264357629,20.110010414449
"1304800010995036",20,303.72,c(-98.7450998279798, 20.1065787829505),-98.7450998279798,20.1065787829505
"1304800010995040",125,1791.62,c(-98.7461969155357, 20.1061125220481),-98.7461969155357,20.1061125220481
"1304800010995042",11,59.46,c(-98.745473291528, 20.1072256689001),-98.745473291528,20.1072256689001
"1304800010995043",19,296.05,c(-98.746176022142, 20.1072059989246),-98.746176022142,20.1072059989246
"1304800010995044",7,47.16,c(-98.7462075501752, 20.1076721534073),-98.7462075501752,20.1076721534073
"1304800010995045",5,69.37,c(-98.7469133177204, 20.107483825513),-98.7469133177204,20.107483825513
"1304800010995050",12,307.42,c(-98.741187685409, 20.1071999506416),-98.741187685409,20.1071999506416
"1304800010995051",3,57.78,c(-98.741831457519, 20.1068961796285),-98.741831457519,20.1068961796285
"1304800010995054",1,25.87,c(-98.7426152089041, 20.1058766691777),-98.7426152089041,20.1058766691777
"1304800010995056",1,12.3,c(-98.7419891512147, 20.1044269381178),-98.7419891512147,20.1044269381178
"1304800010995057",3,26.14,c(-98.7440801804628, 20.1063338392688),-98.7440801804628,20.1063338392688
"1304800010995059",26,358.79,c(-98.7443127295614, 20.105277551738),-98.7443127295614,20.105277551738
"1304800010995060",1,11.65,c(-98.7419462326072, 20.1060582786447),-98.7419462326072,20.1060582786447
"1304800010995061",2,34.64,c(-98.7405467755969, 20.1100532135081),-98.7405467755969,20.1100532135081
"130480001100A001",4,43.23,c(-98.7267706521545, 20.1099961827006),-98.7267706521545,20.1099961827006
"130480001100A002",1,9.4,c(-98.7264084744052, 20.1099327659385),-98.7264084744052,20.1099327659385
"130480001100A003",1,16.41,c(-98.7265437572004, 20.1093844037571),-98.7265437572004,20.1093844037571
"130480001100A004",1,33.54,c(-98.7265658484383, 20.1086856222154),-98.7265658484383,20.1086856222154
"130480001100A005",15,334.27,c(-98.7270615018207, 20.109010569729),-98.7270615018207,20.109010569729
"130480001100A006",1,14.36,c(-98.7273945057567, 20.1094228283576),-98.7273945057567,20.1094228283576
"130480001100A007",2,33.42,c(-98.7271366240393, 20.1100300001876),-98.7271366240393,20.1100300001876
"130480001100A008",74,1123.38,c(-98.7245025589699, 20.1103987660107),-98.7245025589699,20.1103987660107
"130480001100A010",1,8.95,c(-98.7260208790309, 20.1091470178188),-98.7260208790309,20.1091470178188
"130480001100A011",4,105.85,c(-98.7260779211689, 20.1083839795785),-98.7260779211689,20.1083839795785
"130480001100A012",1,11.18,c(-98.7268174788645, 20.1078072872961),-98.7268174788645,20.1078072872961
"130480001100A013",1,19.4,c(-98.7271763021726, 20.1079580520485),-98.7271763021726,20.1079580520485
"130480001100A014",2,17.68,c(-98.7271922737906, 20.1084386440613),-98.7271922737906,20.1084386440613
"130480001100A015",4,71.57,c(-98.7276944949753, 20.1088270643347),-98.7276944949753,20.1088270643347
"130480001100A016",1,9.15,c(-98.7279716581135, 20.1088344883169),-98.7279716581135,20.1088344883169
"130480001100A017",1,11.08,c(-98.7259627354927, 20.1096118646223),-98.7259627354927,20.1096118646223
"130480001100A019",2,47.48,c(-98.7253629536201, 20.1083658424698),-98.7253629536201,20.1083658424698
"130480001100A020",4,52.74,c(-98.725774804065, 20.1073274678313),-98.725774804065,20.1073274678313
"130480001100A022",1,7.45,c(-98.7275026242777, 20.1077038842985),-98.7275026242777,20.1077038842985
"130480001100A024",1,32.02,c(-98.7277868028213, 20.1082712428783),-98.7277868028213,20.1082712428783
"130480001100A025",1,7.82,c(-98.7277930790975, 20.1096892518242),-98.7277930790975,20.1096892518242
"130480001100A026",3,35.6,c(-98.7243729337803, 20.1084545973413),-98.7243729337803,20.1084545973413
"130480001100A027",2,13.86,c(-98.7246821801635, 20.1080336886359),-98.7246821801635,20.1080336886359
"130480001100A028",6,49.94,c(-98.7253848835067, 20.107068675562),-98.7253848835067,20.107068675562
"130480001100A033",1,129.25,c(-98.7281274115797, 20.108404266309),-98.7281274115797,20.108404266309
"130480001100A039",4,62.47,c(-98.729140747523, 20.1079711481021),-98.729140747523,20.1079711481021
"130480001100A041",1,70.5,c(-98.7276073611888, 20.1063257563767),-98.7276073611888,20.1063257563767
"130480001100A042",3,40.67,c(-98.7280582090343, 20.1066024922225),-98.7280582090343,20.1066024922225
"130480001100A044",1,7.61,c(-98.7287227341956, 20.1073424152519),-98.7287227341956,20.1073424152519
"130480001100A045",2,50.18,c(-98.7282344074353, 20.110035305233),-98.7282344074353,20.110035305233
"130480001100A047",17,124.98,c(-98.7253899982671, 20.1118479646181),-98.7253899982671,20.1118479646181
"130480001100A048",3,24.93,c(-98.7241399794463, 20.1089084374),-98.7241399794463,20.1089084374
"130480001100A051",1,27.55,c(-98.725558176437, 20.1078338369415),-98.725558176437,20.1078338369415
"130480001100A054",6,96.43,c(-98.7288600637044, 20.1082082563461),-98.7288600637044,20.1082082563461
"130480001100A056",14,229.64,c(-98.7272789056234, 20.110834945887),-98.7272789056234,20.110834945887
"130480001100A057",8,169.27,c(-98.7276891059663, 20.110491843771),-98.7276891059663,20.110491843771
"130480001100A060",1,24.46,c(-98.7289046431546, 20.1070748059466),-98.7289046431546,20.1070748059466
"130480001100A061",1,33.83,c(-98.7278847340557, 20.1075525742695),-98.7278847340557,20.1075525742695
"130480001100A062",8,138.44,c(-98.7282639000739, 20.1071115954268),-98.7282639000739,20.1071115954268
"130480001100A063",1,29.41,c(-98.7285242881321, 20.1068772110194),-98.7285242881321,20.1068772110194
"130480001100A064",55,604.76,c(-98.72386571907, 20.1116874918837),-98.72386571907,20.1116874918837
"130480001100A065",45,512.37,c(-98.7239125566288, 20.1125887981825),-98.7239125566288,20.1125887981825
"130480001100A066",8,141.15,c(-98.7242181943879, 20.1107310215588),-98.7242181943879,20.1107310215588
"1304800011014004",1,1,c(-98.8026201741063, 20.085273692975),-98.8026201741063,20.085273692975
"1304800011014006",1,28.25,c(-98.8020720200084, 20.0851429363831),-98.8020720200084,20.0851429363831
"1304800011014009",1,24.57,c(-98.8018740486936, 20.0842307501),-98.8018740486936,20.0842307501
"1304800011014010",2,42.68,c(-98.7992431146699, 20.0851250899448),-98.7992431146699,20.0851250899448
"1304800011014012",2,112.92,c(-98.8005834354353, 20.0851305076259),-98.8005834354353,20.0851305076259
"1304800011014014",4,174.46,c(-98.800003151502, 20.0839850058585),-98.800003151502,20.0839850058585
"1304800011014029",1,3.44,c(-98.8033886416339, 20.0826500560721),-98.8033886416339,20.0826500560721
"1304800011048001",147,1459.91,c(-98.7685313504423, 20.1099885119178),-98.7685313504423,20.1099885119178
"1304800011048002",79,764.85,c(-98.7679839039104, 20.1100790814543),-98.7679839039104,20.1100790814543
"1304800011048003",34,339.58,c(-98.7685206318768, 20.1091422141154),-98.7685206318768,20.1091422141154
"1304800011048004",57,488.58,c(-98.7693604302125, 20.109500498817),-98.7693604302125,20.109500498817
"1304800011048005",25,237.6,c(-98.7694302841846, 20.1101225165584),-98.7694302841846,20.1101225165584
"1304800011048006",6,59.43,c(-98.7677554695526, 20.1110197027224),-98.7677554695526,20.1110197027224
"1304800011048007",15,431.89,c(-98.7672688826765, 20.1102560791887),-98.7672688826765,20.1102560791887
"1304800011048008",9,43.57,c(-98.7672205297618, 20.1091977267764),-98.7672205297618,20.1091977267764
"1304800011048009",6,107.97,c(-98.7677272658357, 20.1090748786137),-98.7677272658357,20.1090748786137
"1304800011048010",4,57.65,c(-98.768411368267, 20.1086884350142),-98.768411368267,20.1086884350142
"1304800011048011",14,257.39,c(-98.7694017664779, 20.1087922537645),-98.7694017664779,20.1087922537645
"1304800011048012",45,623.45,c(-98.7695411489011, 20.1108873326774),-98.7695411489011,20.1108873326774
"1304800011048013",52,485.13,c(-98.7686730607344, 20.1110565637098),-98.7686730607344,20.1110565637098
"1304800011048014",18,145.34,c(-98.7678714134986, 20.1114940522043),-98.7678714134986,20.1114940522043
"1304800011048015",8,113.27,c(-98.7672692825939, 20.108457936132),-98.7672692825939,20.108457936132
"1304800011048016",2,10.04,c(-98.7683077771967, 20.1082548938649),-98.7683077771967,20.1082548938649
"1304800011048017",18,182.45,c(-98.7693100826955, 20.1081803948077),-98.7693100826955,20.1081803948077
"1304800011048018",10,126.97,c(-98.7680059511955, 20.1119887920041),-98.7680059511955,20.1119887920041
"1304800011048019",8,126.44,c(-98.7671536550935, 20.1079931463865),-98.7671536550935,20.1079931463865
"1304800011048020",13,161.63,c(-98.7682073852614, 20.1078294315019),-98.7682073852614,20.1078294315019
"1304800011048021",22,332.61,c(-98.7692640047708, 20.1076384526791),-98.7692640047708,20.1076384526791
"1304800011048022",60,630.45,c(-98.7696378748516, 20.1118829985522),-98.7696378748516,20.1118829985522
"1304800011048023",48,674.87,c(-98.7688989288757, 20.1120209923359),-98.7688989288757,20.1120209923359
"1304800011048025",37,412.29,c(-98.7670509751393, 20.1074715787891),-98.7670509751393,20.1074715787891
"1304800011048026",77,776.54,c(-98.7680832138889, 20.1072821403328),-98.7680832138889,20.1072821403328
"1304800011048027",48,658.53,c(-98.768868432649, 20.1071234854228),-98.768868432649,20.1071234854228
"1304800011048028",20,225.71,c(-98.7694638759843, 20.1069440868107),-98.7694638759843,20.1069440868107
"1304800011048031",8,45.94,c(-98.768148327779, 20.1124770371768),-98.768148327779,20.1124770371768
"1304800011048032",23,454.13,c(-98.7669047296669, 20.1068667491747),-98.7669047296669,20.1068667491747
"1304800011048033",11,140.5,c(-98.7679377915078, 20.1066496524789),-98.7679377915078,20.1066496524789
"1304800011048034",98,1043.38,c(-98.7697854298476, 20.1129834767691),-98.7697854298476,20.1129834767691
"1304800011048035",74,620.24,c(-98.7691251520618, 20.1131103217152),-98.7691251520618,20.1131103217152
"1304800011048036",7,70.37,c(-98.7682463490587, 20.1129081208087),-98.7682463490587,20.1129081208087
"1304800011048037",9,123.57,c(-98.7677810305184, 20.106102619261),-98.7677810305184,20.106102619261
"1304800011048038",94,1325.94,c(-98.7687865575626, 20.1061017727123),-98.7687865575626,20.1061017727123
"1304800011048039",58,1304.24,c(-98.7667190292247, 20.1061105855939),-98.7667190292247,20.1061105855939
"1304800011048040",12,325.2,c(-98.767677717508, 20.1056323936962),-98.767677717508,20.1056323936962
"1304800011048041",26,287.83,c(-98.7683567858792, 20.1134343930893),-98.7683567858792,20.1134343930893
"1304800011052001",52,594.63,c(-98.770724950154, 20.1103821075135),-98.770724950154,20.1103821075135
"1304800011052002",23,248.59,c(-98.7702339050395, 20.110411697783),-98.7702339050395,20.110411697783
"1304800011052003",42,568.1,c(-98.7702022121887, 20.1098061767052),-98.7702022121887,20.1098061767052
"1304800011052004",42,580.89,c(-98.7706663604462, 20.109740739054),-98.7706663604462,20.109740739054
"1304800011052005",69,1124.9,c(-98.7711659527356, 20.109617781354),-98.7711659527356,20.109617781354
"1304800011052006",101,1626.05,c(-98.7712021466648, 20.1102333611118),-98.7712021466648,20.1102333611118
"1304800011052007",14,171.75,c(-98.7712220590657, 20.1107795443418),-98.7712220590657,20.1107795443418
"1304800011052008",19,328.11,c(-98.770745899084, 20.1108752215256),-98.770745899084,20.1108752215256
"1304800011052009",14,128.76,c(-98.7702634615875, 20.1109233433304),-98.7702634615875,20.1109233433304
"1304800011052010",171,2419.02,c(-98.7710278141198, 20.1090212200662),-98.7710278141198,20.1090212200662
"1304800011052011",50,710.65,c(-98.7716521471121, 20.1095126046767),-98.7716521471121,20.1095126046767
"1304800011052012",61,666.26,c(-98.7716759181051, 20.110167542596),-98.7716759181051,20.110167542596
"1304800011052013",33,480.55,c(-98.7717351228129, 20.1108071917404),-98.7717351228129,20.1108071917404
"1304800011052014",65,707.86,c(-98.7710701960922, 20.1113478710501),-98.7710701960922,20.1113478710501
"1304800011052016",5,26.16,c(-98.7700791990021, 20.1112363821338),-98.7700791990021,20.1112363821338
"1304800011052017",525,6221.03,c(-98.7737809325293, 20.1125610571176),-98.7737809325293,20.1125610571176
"1304800011052020",21,279.38,c(-98.7717445538915, 20.1118619824198),-98.7717445538915,20.1118619824198
"1304800011052021",42,680.69,c(-98.7712812073879, 20.111901977883),-98.7712812073879,20.111901977883
"1304800011052022",26,248.73,c(-98.7708166232162, 20.1119112590878),-98.7708166232162,20.1119112590878
"1304800011052023",40,362.42,c(-98.7702943346139, 20.1118573568224),-98.7702943346139,20.1118573568224
"1304800011052024",21,345.52,c(-98.7717846712254, 20.1124028441833),-98.7717846712254,20.1124028441833
"1304800011052025",16,215.73,c(-98.7713228798961, 20.1125077091623),-98.7713228798961,20.1125077091623
"1304800011052026",11,87.06,c(-98.7708206176085, 20.1124783468794),-98.7708206176085,20.1124783468794
"1304800011052027",26,259.34,c(-98.7703209536373, 20.1124829580938),-98.7703209536373,20.1124829580938
"1304800011052028",218,2504.07,c(-98.7706722119882, 20.1083601612751),-98.7706722119882,20.1083601612751
"1304800011052030",99,523.9,c(-98.7717955241888, 20.1130070389337),-98.7717955241888,20.1130070389337
"1304800011052031",72,539.9,c(-98.771338918569, 20.1130999900688),-98.771338918569,20.1130999900688
"1304800011052032",33,308.96,c(-98.7708523911529, 20.113089269163),-98.7708523911529,20.113089269163
"1304800011052033",56,566.33,c(-98.7703599125889, 20.1131900849623),-98.7703599125889,20.1131900849623
"1304800011052034",197,1893.42,c(-98.7702592232357, 20.1073921336514),-98.7702592232357,20.1073921336514
"1304800011052036",3,20.19,c(-98.7701389016532, 20.1128412046243),-98.7701389016532,20.1128412046243
"1304800011052037",6,81.53,c(-98.7726605924527, 20.1117236497458),-98.7726605924527,20.1117236497458
"1304800011052038",2,20.34,c(-98.7700489997623, 20.1101253307387),-98.7700489997623,20.1101253307387
"1304800011052041",1,11.27,c(-98.7720870993972, 20.1107662690659),-98.7720870993972,20.1107662690659
"1304800011052042",2,38.61,c(-98.7721430799511, 20.1119452478695),-98.7721430799511,20.1119452478695
"1304800011052043",16,299.9,c(-98.7720492923421, 20.1101908921938),-98.7720492923421,20.1101908921938
"1304800011052044",10,113.35,c(-98.7720548950249, 20.1093473398194),-98.7720548950249,20.1093473398194
"1304800011052045",48,636.57,c(-98.7745562883733, 20.1116816640809),-98.7745562883733,20.1116816640809
"1304800011052046",2,40.59,c(-98.7731721696286, 20.1115903446729),-98.7731721696286,20.1115903446729
"1304800011052047",1,21.73,c(-98.7732110441118, 20.1112263427007),-98.7732110441118,20.1112263427007
"1304800011052048",5,57.36,c(-98.7737591673389, 20.1117250874799),-98.7737591673389,20.1117250874799
"1304800011052049",49,627.23,c(-98.774168935109, 20.1111377979349),-98.774168935109,20.1111377979349
"1304800011052050",45,566.41,c(-98.772933963522, 20.1102884227703),-98.772933963522,20.1102884227703
"1304800011067001",5,87.4,c(-98.7187379398464, 20.1272857371476),-98.7187379398464,20.1272857371476
"1304800011067002",3,34.44,c(-98.718809778515, 20.1281516383947),-98.718809778515,20.1281516383947
"1304800011067003",2,35.42,c(-98.718187070327, 20.1272373064256),-98.718187070327,20.1272373064256
"1304800011067004",1,15.49,c(-98.7187497043444, 20.1265387826305),-98.7187497043444,20.1265387826305
"1304800011067009",1,21.6,c(-98.7182132639913, 20.1263419826497),-98.7182132639913,20.1263419826497
"1304800011067013",1,49.59,c(-98.719867824077, 20.1271771482376),-98.719867824077,20.1271771482376
"1304800011067017",26,152.14,c(-98.7170025119579, 20.1264395821596),-98.7170025119579,20.1264395821596
"1304800011067018",2,9.84,c(-98.7176616649713, 20.1256559507474),-98.7176616649713,20.1256559507474
"1304800011067021",2,25.74,c(-98.7172446193906, 20.1249802376702),-98.7172446193906,20.1249802376702
"1304800011067022",6,48.52,c(-98.7175119314994, 20.1239158179676),-98.7175119314994,20.1239158179676
"1304800011067024",8,91.87,c(-98.7172863403108, 20.1223958582084),-98.7172863403108,20.1223958582084
"1304800011067025",2,6.61,c(-98.7176774418405, 20.122714557741),-98.7176774418405,20.122714557741
"1304800011067026",1,9.4,c(-98.7181598110852, 20.1228711821623),-98.7181598110852,20.1228711821623
"1304800011067028",2,6.92,c(-98.7168287740649, 20.1216280443989),-98.7168287740649,20.1216280443989
"1304800011071001",1,26.95,c(-98.7188844052573, 20.123928340204),-98.7188844052573,20.123928340204
"1304800011071002",11,187.39,c(-98.7189701440736, 20.1221808606615),-98.7189701440736,20.1221808606615
"1304800011071003",1,68.68,c(-98.7191961653259, 20.1225234834733),-98.7191961653259,20.1225234834733
"1304800011071004",1,26.01,c(-98.7195747042061, 20.1228405768456),-98.7195747042061,20.1228405768456
"1304800011071006",1,24.73,c(-98.7205764040359, 20.1240712180654),-98.7205764040359,20.1240712180654
"1304800011071008",1,9.92,c(-98.7193827626705, 20.1249384573277),-98.7193827626705,20.1249384573277
"1304800011071009",18,200.8,c(-98.718291393979, 20.121890282998),-98.718291393979,20.121890282998
"1304800011071011",13,270.05,c(-98.7195426100673, 20.1213427023814),-98.7195426100673,20.1213427023814
"1304800011071012",1,10.36,c(-98.7196567111904, 20.1217925415476),-98.7196567111904,20.1217925415476
"1304800011071013",4,51.18,c(-98.7200406219462, 20.1223441427622),-98.7200406219462,20.1223441427622
"1304800011071016",2,8.39,c(-98.7208787476032, 20.1237966945878),-98.7208787476032,20.1237966945878
"1304800011071022",8,106.78,c(-98.7188634432787, 20.1207469080119),-98.7188634432787,20.1207469080119
"1304800011071023",1,1.48,c(-98.7182564263187, 20.1208002127271),-98.7182564263187,20.1208002127271
"1304800011071024",1,6.33,c(-98.717662036158, 20.1208788279753),-98.717662036158,20.1208788279753
"1304800011071025",2,26.39,c(-98.7170948766836, 20.1208720324041),-98.7170948766836,20.1208720324041
"1304800011090002",1,9.66,c(-98.7161140220711, 20.1209875598293),-98.7161140220711,20.1209875598293
"1304800011090004",12,169.34,c(-98.7177754006596, 20.1194627285944),-98.7177754006596,20.1194627285944
"1304800011090006",12,153.95,c(-98.7150236144884, 20.122822185453),-98.7150236144884,20.122822185453
"1304800011090007",6,103.14,c(-98.7147931563638, 20.1202150318899),-98.7147931563638,20.1202150318899
"1304800011090013",47,525.96,c(-98.7171737119507, 20.117254833833),-98.7171737119507,20.117254833833
"1304800011090014",2,16.08,c(-98.7186211381561, 20.1186856262694),-98.7186211381561,20.1186856262694
"1304800011090018",3,26.96,c(-98.7176997344584, 20.1165053532323),-98.7176997344584,20.1165053532323
"1304800011090019",5,95.38,c(-98.718442763652, 20.1169708421626),-98.718442763652,20.1169708421626
"1304800011090021",13,247.24,c(-98.714090635444, 20.1239719038053),-98.714090635444,20.1239719038053
"1304800011090022",3,83.36,c(-98.7135560995143, 20.1242076848692),-98.7135560995143,20.1242076848692
"1304800011090024",9,74.55,c(-98.7177914221528, 20.1163300901131),-98.7177914221528,20.1163300901131
"1304800011090027",84,573.25,c(-98.7161372750499, 20.1161717877686),-98.7161372750499,20.1161717877686
"1304800011090028",2,50.25,c(-98.7166812224107, 20.1162000280388),-98.7166812224107,20.1162000280388
"1304800011090031",1,20.23,c(-98.7154692593518, 20.1159693684312),-98.7154692593518,20.1159693684312
"1304800011090033",12,157.79,c(-98.714367461859, 20.1165567447481),-98.714367461859,20.1165567447481
"1304800011090034",2,11.42,c(-98.7150847200158, 20.1157115274866),-98.7150847200158,20.1157115274866
"1304800011090035",2,19.34,c(-98.7140757500241, 20.1161965183163),-98.7140757500241,20.1161965183163
"1304800011090036",4,96.7,c(-98.7146691759373, 20.1154751565447),-98.7146691759373,20.1154751565447
"1304800011090037",16,351.34,c(-98.7135021053068, 20.1160925339688),-98.7135021053068,20.1160925339688
